,Match_id,Innings,Player_name,Batting_number,Over_start_number,Runs_Scored,Balls_faced,Dots,Ones,Twos,Thress,Fours,Sixs,FOW_score,FOW_over,FOW_batting_number,FOW_bowler,Wicket_method,Overs_bowled,Runs_conceded,Wickets_taken,Maiden_overs,Extras,co-batsmen wicket fallen
0,1000887,1,DA Warner,1,0.1,7,18,15,3,0,0,1,0,13,4.3,1,Mohammad Amir,bowled,0,0,0,0,0,0
1,1000887,1,TM Head,2,0.1,39,39,19,13,1,0,6,0,67,12.6,4,Imad Wasim,caught,10,30,0,0,2,2
2,1000887,1,SPD Smith,3,4.4,0,1,1,0,0,0,0,0,13,4.4,2,Mohammad Amir,caught,0,0,0,0,0,-1
3,1000887,1,CA Lynn,4,4.5,16,12,8,3,0,1,1,1,52,9.2,3,Hasan Ali,caught,0,0,0,0,0,-1
4,1000887,1,MR Marsh,5,9.3,4,17,13,4,0,0,0,0,78,16.2,5,Imad Wasim,caught,6,27,1,0,0,0
5,1000887,1,GJ Maxwell,6,13.1,60,56,24,22,5,0,7,0,160,30.7,6,Hasan Ali,caught,0,0,0,0,0,0
6,1000887,1,MS Wade,7,16.3,100,99,41,44,8,0,7,2,-1,-1,-1,-1,-1,0,0,0,0,0,-8
7,1000887,1,JP Faulkner,8,31.1,5,12,9,3,1,0,0,0,170,33.6,7,Mohammad Nawaz (3),caught,7,34,4,0,2,-1
8,1000887,1,PJ Cummins,9,34.1,15,31,21,9,3,0,0,0,212,42.6,8,Mohammad Amir,run out,8.4,33,3,0,2,-1
9,1000887,1,MA Starc,10,42.7,10,8,3,4,0,0,0,1,235,45.4,9,Hasan Ali,bowled,8,38,2,0,6,-1
10,1000887,1,B Stanlake,11,45.5,1,6,5,1,0,0,0,0,-1,-1,-1,-1,-1,3,14,0,0,2,-12
11,1000887,2,Azhar Ali,1,0.1,24,47,32,13,4,1,0,0,163,39.6,8,JP Faulkner,caught,0,0,0,0,0,7
12,1000887,2,Sharjeel Khan,2,0.1,18,21,15,4,2,0,1,1,38,8.1,1,JP Faulkner,caught,0,0,0,0,0,-1
13,1000887,2,Mohammad Hafeez,3,8.2,4,7,6,1,0,1,0,0,47,10.1,2,JP Faulkner,caught,7,23,0,0,1,-1
14,1000887,2,Babar Azam,4,10.2,33,46,28,11,2,2,3,0,109,25.5,4,PJ Cummins,caught,0,0,0,0,0,0
15,1000887,2,Umar Akmal,5,16.6,17,24,18,3,1,0,3,0,79,16.5,3,MA Starc,caught,0,0,0,0,0,-2
16,1000887,2,Mohammad Rizwan,6,25.6,21,42,28,11,5,0,0,0,129,30.1,5,PJ Cummins,caught,0,0,0,0,0,-1
17,1000887,2,Imad Wasim,7,30.2,29,36,18,13,3,0,1,1,158,38.3,7,MR Marsh,caught,10,36,2,0,1,0
18,1000887,2,Mohammad Nawaz (3),9,38.4,1,9,9,1,0,0,0,0,133,32.6,6,MA Starc,bowled,8,48,1,0,0,-3
19,1000887,2,Mohammad Amir,10,40.1,8,10,4,4,2,0,0,0,171,41.4,9,JP Faulkner,caught,10,54,2,0,3,-1
20,1000887,2,Wahab Riaz,11,41.5,6,8,3,4,1,0,0,0,176,42.4,10,PJ Cummins,caught,6,42,0,0,4,-1
21,1000887,2,Hasan Ali,-1,-1,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,9,65,3,0,2,0
22,1000889,1,UT Khawaja,1,0.1,17,20,12,5,1,2,1,0,40,7.6,2,Junaid Khan,caught,0,0,0,0,0,1
23,1000889,1,DA Warner,2,0.1,16,22,16,4,4,0,1,0,31,5.6,1,Junaid Khan,caught,0,0,0,0,0,-1
24,1000889,1,SPD Smith,3,5.7,60,101,57,37,6,1,2,0,193,42.4,6,Imad Wasim,bowled,0,0,0,0,0,3
25,1000889,1,MR Marsh,4,8.1,0,1,1,0,0,0,0,0,41,8.5,3,Mohammad Amir,caught,6,33,0,0,3,-1
26,1000889,1,TM Head,5,8.6,29,30,19,5,2,0,5,0,86,17.2,4,Hasan Ali,caught,2.5,23,0,0,1,-1
27,1000889,1,GJ Maxwell,6,17.3,23,25,14,9,0,0,2,1,128,26.2,5,Imad Wasim,bowled,0,0,0,0,0,-1
28,1000889,1,MS Wade,7,26.3,35,56,33,19,2,0,3,0,199,43.4,7,Shoaib Malik,bowled,0,0,0,0,0,0
29,1000889,1,JP Faulkner,8,42.5,19,20,10,9,1,0,2,0,220,48.2,10,Mohammad Amir,caught,9,37,2,0,2,2
30,1000889,1,MA Starc,9,43.5,3,5,2,3,0,0,0,0,207,45.4,8,Junaid Khan,run out,10,48,2,0,5,-1
31,1000889,1,PJ Cummins,10,45.5,0,3,3,0,0,0,0,0,212,46.5,9,Mohammad Amir,caught,10,48,0,0,1,-1
32,1000889,1,JR Hazlewood,11,46.6,0,2,3,0,0,0,0,0,-1,-1,-1,-1,-1,10,32,0,0,1,-12
33,1000889,2,Mohammad Hafeez,1,0.1,72,103,73,15,5,5,8,0,142,31.5,3,JP Faulkner,caught,10,48,0,0,4,2
34,1000889,2,Sharjeel Khan,2,0.1,29,31,20,6,2,1,4,0,68,14.3,1,JP Faulkner,caught,0,0,0,0,0,-1
35,1000889,2,Babar Azam,3,14.4,34,48,35,5,3,1,5,0,140,30.3,2,MA Starc,caught,0,0,0,0,0,-1
36,1000889,2,Asad Shafiq,4,30.4,13,29,19,8,1,1,0,0,195,42.5,4,MA Starc,caught,0,0,0,0,0,0
37,1000889,2,Shoaib Malik,5,31.6,42,51,37,8,4,0,5,1,-1,-1,-1,-1,-1,4,15,1,0,0,-6
38,1000889,2,Umar Akmal,6,42.6,18,20,14,3,0,1,3,0,-1,-1,-1,-1,-1,0,0,0,0,0,-7
39,1000889,2,Mohammad Amir,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9.2,48,3,0,2,0
40,1000889,2,Junaid Khan,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,8,41,2,0,4,0
41,1000889,2,Imad Wasim,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,38,2,0,7,0
42,1000889,2,Hasan Ali,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,7,30,1,0,1,0
43,1000891,1,Mohammad Hafeez,1,0.1,4,12,12,2,1,0,0,0,36,4.1,1,JR Hazlewood,lbw,6,30,0,0,1,0
44,1000891,1,Sharjeel Khan,2,0.1,50,46,30,8,2,0,8,1,85,15.6,2,TM Head,bowled,0,0,0,0,0,0
45,1000891,1,Babar Azam,3,4.2,84,99,48,39,10,1,4,1,222,42.1,5,JR Hazlewood,caught,0,0,0,0,0,2
46,1000891,1,Asad Shafiq,4,16.1,5,10,5,5,0,0,0,0,99,19.6,3,TM Head,caught,0,0,0,0,0,-1
47,1000891,1,Shoaib Malik,5,20.1,39,41,22,13,1,0,3,2,162,30.4,4,B Stanlake,caught,2,18,0,0,0,-1
48,1000891,1,Umar Akmal,6,30.5,39,51,24,23,3,0,1,1,244,45.3,6,JR Hazlewood,caught,0,0,0,0,0,0
49,1000891,1,Imad Wasim,7,42.2,9,13,7,5,0,0,1,0,246,46.1,7,PJ Cummins,caught,8,59,0,0,3,0
50,1000891,1,Mohammad Rizwan,8,45.4,14,19,10,6,2,0,1,0,-1,-1,-1,-1,-1,0,0,0,0,0,-9
51,1000891,1,Mohammad Amir,9,46.2,4,6,2,4,0,0,0,0,-1,-1,-1,-1,-1,10,36,1,0,1,-10
52,1000891,1,Junaid Khan,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9,58,1,0,1,0
53,1000891,1,Hasan Ali,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,64,1,0,2,0
54,1000891,2,DA Warner,1,0.1,35,38,23,6,3,1,5,0,44,8.6,1,Junaid Khan,caught,0,0,0,0,0,0
55,1000891,2,UT Khawaja,2,0.1,9,20,18,1,0,0,2,0,45,9.5,2,Mohammad Amir,caught,0,0,0,0,0,0
56,1000891,2,PSP Handscomb,4,9.6,82,82,35,34,7,2,7,0,228,39.1,3,Hasan Ali,caught,0,0,0,0,0,-1
57,1000891,2,SPD Smith,3,9.1,108,103,49,37,6,3,11,1,-1,-1,-1,-1,-1,0,0,0,0,0,-4
58,1000891,2,TM Head,5,39.2,23,25,15,5,1,0,4,0,-1,-1,-1,-1,-1,10,65,2,0,0,-6
59,1000891,2,JR Hazlewood,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,36,3,0,7,0
60,1000891,2,B Stanlake,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,55,1,0,2,0
61,1000891,2,PJ Cummins,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,43,1,0,3,0
62,1000891,2,JP Faulkner,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,64,0,0,3,0
63,1000893,1,UT Khawaja,1,0.1,30,48,25,22,0,0,2,0,92,17.2,1,Hasan Ali,caught,0,0,0,0,0,0
64,1000893,1,DA Warner,2,0.1,130,117,48,46,8,4,11,2,212,35.3,2,Hasan Ali,caught,0,0,0,0,0,0
65,1000893,1,SPD Smith,3,17.3,49,48,17,23,3,0,5,0,213,35.5,3,Hasan Ali,lbw,0,0,0,0,0,0
66,1000893,1,TM Head,4,35.4,51,36,13,15,2,0,2,4,313,46.3,4,Mohammad Amir,caught,10,68,2,0,2,0
67,1000893,1,GJ Maxwell,5,35.6,78,41,10,14,9,0,10,1,353,49.6,6,Hasan Ali,caught,0,0,0,0,0,1
68,1000893,1,MS Wade,6,46.4,5,6,2,3,1,0,0,0,339,49.1,5,Hasan Ali,caught,0,0,0,0,0,-1
69,1000893,1,MA Starc,7,49.2,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,7,43,1,0,4,-8
70,1000893,1,JR Hazlewood,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,8.5,55,3,0,1,0
71,1000893,1,PJ Cummins,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,8,45,1,0,0,0
72,1000893,1,A Zampa,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,56,3,0,2,0
73,1000893,2,Azhar Ali,1,0.1,7,10,8,0,0,1,1,0,15,1.6,1,JR Hazlewood,caught,0,0,0,0,0,0
74,1000893,2,Sharjeel Khan,2,0.1,74,47,22,12,2,0,10,3,119,16.5,3,A Zampa,caught,0,0,0,0,0,1
75,1000893,2,Babar Azam,3,2.1,31,39,22,12,0,1,4,0,88,13.6,2,TM Head,caught,0,0,0,0,0,-1
76,1000893,2,Mohammad Hafeez,4,14.1,40,40,16,19,0,1,3,1,183,29.6,4,A Zampa,caught,9,54,0,0,0,0
77,1000893,2,Shoaib Malik,5,16.6,47,60,26,29,4,0,1,1,215,35.5,5,TM Head,caught,2,13,0,0,0,0
78,1000893,2,Umar Akmal,6,30.1,11,21,16,8,0,1,0,0,218,36.6,6,MA Starc,caught,0,0,0,0,0,0
79,1000893,2,Imad Wasim,8,36.7,25,16,3,9,2,0,3,0,267,43.4,9,JR Hazlewood,caught,9,69,0,0,0,1
80,1000893,2,Mohammad Rizwan,7,35.6,10,12,7,2,2,0,1,0,245,40.3,7,A Zampa,lbw,0,0,0,0,0,0
81,1000893,2,Mohammad Amir,9,40.4,5,6,4,1,0,0,1,0,252,41.5,8,PJ Cummins,caught,10,78,1,0,3,-1
82,1000893,2,Hasan Ali,10,41.6,8,7,1,4,2,0,0,0,-1,-1,-1,-1,-1,10,57,5,0,6,-11
83,1000893,2,Junaid Khan,11,43.5,0,1,1,0,0,0,0,0,267,43.5,10,JR Hazlewood,bowled,10,82,0,0,1,-1
84,1000895,1,DA Warner,1,0.1,179,128,48,45,10,1,19,5,284,41.4,1,Junaid Khan,caught,0,0,0,0,0,0
85,1000895,1,TM Head,2,0.1,128,136,65,52,8,2,9,3,342,46.4,5,Hasan Ali,caught,2,13,0,0,0,3
86,1000895,1,SPD Smith,3,41.5,4,2,1,0,0,0,1,0,288,41.6,2,Junaid Khan,caught,0,0,0,0,0,-1
87,1000895,1,GJ Maxwell,4,41.7,13,7,3,3,0,0,1,1,323,44.5,3,Mohammad Amir,caught,0,0,0,0,0,-1
88,1000895,1,MS Wade,5,44.6,8,5,4,0,2,0,1,0,336,46.2,4,Hasan Ali,caught,0,0,0,0,0,-1
89,1000895,1,JP Faulkner,7,46.5,18,12,3,6,2,0,2,0,-1,-1,-1,-1,-1,9,60,1,0,1,-8
90,1000895,1,PSP Handscomb,6,46.3,1,2,1,1,0,0,0,0,351,47.6,6,Wahab Riaz,caught,0,0,0,0,0,0
91,1000895,1,MA Starc,8,48.1,6,5,0,4,1,0,0,0,367,49.4,7,Mohammad Amir,run out,9.1,43,4,0,4,-1
92,1000895,1,PJ Cummins,9,49.5,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,10,61,3,0,3,-10
93,1000895,1,JR Hazlewood,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,74,1,0,5,0
94,1000895,1,A Zampa,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9,61,1,0,2,0
95,1000895,2,Azhar Ali,1,0.1,6,8,6,2,0,0,1,0,10,2.4,1,MA Starc,lbw,0,0,0,0,0,0
96,1000895,2,Sharjeel Khan,2,0.1,79,69,33,24,2,1,9,2,140,24.4,2,MA Starc,caught,0,0,0,0,0,0
97,1000895,2,Babar Azam,3,2.5,100,109,54,42,9,2,7,1,220,36.5,5,JR Hazlewood,caught,0,0,0,0,0,2
98,1000895,2,Mohammad Hafeez,4,24.5,3,6,3,3,0,0,0,0,145,26.3,3,MA Starc,caught,7,43,0,0,0,-1
99,1000895,2,Shoaib Malik,5,26.4,10,13,6,4,3,0,0,0,181,30.6,4,PJ Cummins,retired hurt,4,27,0,0,0,-1
100,1000895,2,Umar Akmal,6,30.7,46,40,17,16,1,0,7,0,276,43.3,7,PJ Cummins,caught,0,0,0,0,0,1
101,1000895,2,Mohammad Rizwan,7,36.6,6,6,2,4,1,0,0,0,246,39.6,6,PJ Cummins,caught,0,0,0,0,0,-1
102,1000895,2,Mohammad Amir,8,40.1,17,14,7,3,2,0,1,1,282,44.4,8,JP Faulkner,caught,10,71,1,0,1,0
103,1000895,2,Wahab Riaz,9,43.4,17,19,9,9,2,0,1,0,312,49.1,10,MA Starc,bowled,10,67,1,0,7,1
104,1000895,2,Hasan Ali,10,44.5,13,9,3,5,1,0,0,1,312,48.6,9,A Zampa,stumped,9,100,2,0,1,-1
105,1000895,2,Junaid Khan,11,49.1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,61,2,0,2,-12
106,1001371,1,DA Warner,1,0.1,24,29,21,3,1,1,4,0,47,9.6,2,LH Ferguson,bowled,0,0,0,0,0,1
107,1001371,1,AJ Finch,2,0.1,0,1,1,0,0,0,0,0,1,0.3,1,MJ Henry,bowled,0,0,0,0,0,-1
108,1001371,1,SPD Smith,3,0.4,164,152,75,52,16,0,14,4,302,47.3,6,TA Boult,caught,0,0,0,0,0,3
109,1001371,1,GJ Bailey,4,10.1,17,25,14,9,1,0,0,1,89,18.6,3,JDS Neesham,caught,0,0,0,0,0,-1
110,1001371,1,MR Marsh,5,19.1,1,3,2,1,0,0,0,0,92,20.1,4,JDS Neesham,run out,8.2,38,2,0,1,-1
111,1001371,1,TM Head,6,20.2,52,59,31,24,4,0,5,0,219,41.1,5,TA Boult,caught and bowled,0,0,0,0,0,-1
112,1001371,1,MS Wade,7,41.2,38,22,8,4,6,0,1,3,311,48.5,7,MJ Henry,bowled,0,0,0,0,0,0
113,1001371,1,PJ Cummins,8,47.4,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,9,64,2,0,3,-9
114,1001371,1,MA Starc,9,48.6,11,5,1,1,1,0,2,0,322,49.4,8,JDS Neesham,caught,7,37,1,0,0,-1
115,1001371,1,A Zampa,10,49.5,2,2,1,0,1,0,0,0,-1,-1,-1,-1,-1,10,66,2,0,0,-11
116,1001371,1,JR Hazlewood,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,51,3,0,4,0
117,1001371,2,MJ Guptill,1,0.1,114,101,54,29,3,1,10,6,185,32.6,5,A Zampa,caught,0,0,0,0,0,4
118,1001371,2,TWM Latham,2,0.1,2,6,6,0,1,0,0,0,3,1.7,1,JR Hazlewood,bowled,0,0,0,0,0,-1
119,1001371,2,KS Williamson,3,2.1,9,16,13,1,0,0,2,0,34,7.6,2,JR Hazlewood,caught,0,0,0,0,0,-1
120,1001371,2,JDS Neesham,4,7.7,34,35,20,9,1,1,5,0,126,21.5,3,MA Starc,caught,6,58,2,0,4,-1
121,1001371,2,BJ Watling,5,21.6,6,13,9,2,2,0,0,0,140,24.3,4,MR Marsh,caught,0,0,0,0,0,-1
122,1001371,2,C Munro,6,24.4,49,59,30,23,2,0,4,1,255,43.5,9,PJ Cummins,caught,0,0,0,0,0,3
123,1001371,2,MJ Santner,7,33.1,0,7,7,0,0,0,0,0,187,34.4,6,A Zampa,caught,9,40,0,0,0,-1
124,1001371,2,C de Grandhomme,8,34.5,6,8,5,2,0,0,1,0,203,37.4,7,JR Hazlewood,lbw,6,27,0,0,0,-1
125,1001371,2,MJ Henry,9,37.5,27,15,7,3,1,0,4,1,253,43.2,8,PJ Cummins,caught,10,75,2,0,3,-1
126,1001371,2,LH Ferguson,10,43.3,0,2,3,0,0,0,0,0,256,44.2,10,MR Marsh,bowled,9,73,1,0,6,0
127,1001371,2,TA Boult,11,43.6,1,1,0,1,0,0,0,0,-1,-1,-1,-1,-1,10,51,2,0,2,-12
128,1001373,1,DA Warner,1,0.1,119,114,50,46,4,1,14,1,213,36.1,2,C de Grandhomme,caught,0,0,0,0,0,1
129,1001373,1,AJ Finch,2,0.1,19,31,27,7,2,0,2,0,68,12.3,1,MJ Santner,bowled,0,0,0,0,0,-1
130,1001373,1,SPD Smith,3,12.4,72,73,32,34,4,0,6,1,248,39.1,3,TG Southee,caught,0,0,0,0,0,0
131,1001373,1,TM Head,4,36.2,57,31,8,16,1,1,6,2,319,45.6,4,TG Southee,caught,7,31,0,0,0,0
132,1001373,1,MR Marsh,5,39.2,76,38,12,14,6,0,2,7,-1,-1,-1,-1,-1,3,26,0,0,0,-6
133,1001373,1,MS Wade,6,46.1,11,5,2,1,0,0,1,1,357,48.5,5,TA Boult,bowled,0,0,0,0,0,-1
134,1001373,1,GJ Bailey,7,48.6,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,0,-8
135,1001373,1,MA Starc,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,53,2,0,3,0
136,1001373,1,JR Hazlewood,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,9,42,2,0,1,0
137,1001373,1,PJ Cummins,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,41,4,0,1,0
138,1001373,1,JP Faulkner,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,8.2,69,2,0,0,0
139,1001373,2,MJ Guptill,1,0.1,45,33,17,8,0,1,7,1,52,8.3,2,PJ Cummins,caught,0,0,0,0,0,1
140,1001373,2,TWM Latham,2,0.1,4,12,11,1,0,1,0,0,40,5.4,1,JR Hazlewood,caught and bowled,0,0,0,0,0,-1
141,1001373,2,KS Williamson,3,5.5,81,80,32,34,6,1,5,2,232,39.1,6,PJ Cummins,caught,0,0,0,0,0,3
142,1001373,2,JDS Neesham,4,8.4,74,83,41,30,5,0,7,1,177,30.6,3,JR Hazlewood,caught,1,12,0,0,0,-1
143,1001373,2,C Munro,5,31.1,11,12,9,1,0,0,1,1,191,33.3,4,JP Faulkner,caught,0,0,0,0,0,-1
144,1001373,2,C de Grandhomme,6,33.4,12,14,10,0,3,0,0,1,229,38.4,5,MA Starc,caught,9,75,1,0,3,-1
145,1001373,2,MJ Santner,7,38.5,2,4,4,2,0,0,0,0,236,40.5,7,MA Starc,bowled,10,47,1,0,1,0
146,1001373,2,BJ Watling,8,39.2,17,22,11,9,0,0,2,0,262,47.2,10,JP Faulkner,caught,0,0,0,0,0,2
147,1001373,2,TG Southee,9,40.6,2,4,3,0,1,0,0,0,243,41.5,8,PJ Cummins,caught,10,63,2,0,2,-1
148,1001373,2,MJ Henry,10,41.6,7,13,8,3,2,0,0,0,254,45.1,9,PJ Cummins,caught,10,93,0,0,6,-1
149,1001373,2,TA Boult,11,45.2,2,6,4,2,0,0,0,0,-1,-1,-1,-1,-1,10,88,1,0,12,-12
150,1001375,1,DA Warner,1,0.1,156,126,48,55,11,1,13,4,264,49.6,8,TA Boult,run out,0,0,0,0,0,7
151,1001375,1,AJ Finch,2,0.1,3,8,8,0,0,1,0,0,6,1.5,1,TA Boult,caught,0,0,0,0,0,-1
152,1001375,1,SPD Smith,3,1.6,0,7,8,0,0,0,0,0,11,3.7,2,TA Boult,caught,0,0,0,0,0,-1
153,1001375,1,GJ Bailey,4,4.1,23,50,39,10,3,1,1,0,73,18.3,3,C de Grandhomme,caught,0,0,0,0,0,-1
154,1001375,1,MR Marsh,5,18.4,0,2,2,0,0,0,0,0,73,18.5,4,C de Grandhomme,bowled,0,0,0,0,0,-1
155,1001375,1,TM Head,6,18.6,37,70,44,21,4,0,2,0,178,39.1,5,MJ Santner,bowled,7,38,2,0,1,-1
156,1001375,1,MS Wade,7,39.2,14,22,12,10,2,0,0,0,226,45.2,6,MJ Santner,caught,0,0,0,0,0,-1
157,1001375,1,JP Faulkner,8,45.3,13,13,5,5,2,0,1,0,262,49.3,7,TA Boult,caught,7,26,2,0,0,-1
158,1001375,1,MA Starc,9,49.4,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,10,35,3,0,3,-10
159,1001375,1,JR Hazlewood,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,7,22,1,0,1,0
160,1001375,1,PJ Cummins,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,5.1,26,2,0,1,0
161,1001375,2,MJ Guptill,1,0.1,34,40,22,10,3,2,3,0,79,15.1,3,TM Head,caught,0,0,0,0,0,2
162,1001375,2,TWM Latham,2,0.1,28,36,25,7,3,1,3,0,44,8.6,1,PJ Cummins,caught,0,0,0,0,0,-1
163,1001375,2,KS Williamson,3,9.1,13,12,6,5,0,0,2,0,74,13.6,2,JP Faulkner,lbw,1,3,0,0,0,-1
164,1001375,2,HM Nicholls,4,14.1,3,11,9,1,1,0,0,0,83,16.6,4,MA Starc,bowled,0,0,0,0,0,0
165,1001375,2,C Munro,5,15.2,20,37,22,14,1,0,1,0,126,28.2,7,MA Starc,bowled,2,19,0,0,0,2
166,1001375,2,BJ Watling,6,17.1,8,12,8,4,0,0,1,0,98,21.5,5,TM Head,lbw,0,0,0,0,0,-1
167,1001375,2,C de Grandhomme,7,21.6,11,10,5,3,1,0,0,1,113,24.4,6,JR Hazlewood,caught,10,50,2,0,2,-1
168,1001375,2,MJ Santner,8,24.5,15,21,15,3,0,0,3,0,139,30.6,8,MA Starc,lbw,9,43,2,0,1,0
169,1001375,2,TG Southee,9,28.3,4,14,11,2,1,0,0,0,143,33.4,9,JP Faulkner,caught,10,45,0,0,3,0
170,1001375,2,LH Ferguson,10,31.1,4,15,11,4,0,0,0,0,-1,-1,-1,-1,-1,8,50,0,0,5,-11
171,1001375,2,TA Boult,11,33.5,1,7,6,1,0,0,0,0,147,36.1,10,PJ Cummins,caught,10,54,3,0,7,-1
172,1003271,1,Mohammad Shahzad,1,0.1,26,25,16,2,2,0,5,0,39,7.6,2,AC Evans,lbw,0,0,0,0,0,1
173,1003271,1,Noor Ali Zadran,2,0.1,1,4,3,1,0,0,0,0,7,2.1,1,BTJ Wheal,caught,0,0,0,0,0,-1
174,1003271,1,Javed Ahmadi,3,2.2,39,59,39,15,2,0,5,0,92,22.5,3,SM Sharif,bowled,0,0,0,0,0,0
175,1003271,1,Rahmat Shah,4,8.1,100,122,62,46,8,0,8,1,-1,-1,-1,-1,-1,0,0,0,0,0,-5
176,1003271,1,Asghar Stanikzai,5,22.6,20,20,7,10,1,0,2,0,126,30.2,4,BTJ Wheal,caught,0,0,0,0,0,-1
177,1003271,1,Najibullah Zadran,6,30.3,89,52,21,17,3,0,9,5,-1,-1,-1,-1,-1,0,0,0,0,0,-7
178,1003273,1,Mohammad Shahzad,1,0.1,84,89,49,30,5,0,8,2,143,29.2,4,RAJ Smith,caught,0,0,0,0,0,3
179,1003273,1,Noor Ali Zadran,2,0.1,6,20,17,2,0,0,1,0,31,6.6,1,AC Evans,caught,0,0,0,0,0,-1
180,1003273,1,Javed Ahmadi,3,7.1,16,30,23,8,0,0,2,0,84,18.3,2,BTJ Wheal,caught,2,7,0,0,0,-1
181,1003273,1,Rahmat Shah,4,18.4,26,31,14,11,4,1,1,0,131,28.2,3,SM Sharif,caught,0,0,0,0,0,-1
182,1003273,1,Asghar Stanikzai,5,28.3,5,10,6,5,0,0,0,0,156,33.2,5,AC Evans,caught,0,0,0,0,0,0
183,1003273,1,Najibullah Zadran,6,29.3,11,24,18,9,1,0,0,0,171,36.1,6,BTJ Wheal,caught,0,0,0,0,0,0
184,1003273,1,Mohammad Nabi,7,33.3,14,13,8,3,1,0,1,0,-1,-1,-1,-1,-1,5,26,3,0,1,-8
185,1003273,1,Mirwais Ashraf,8,36.2,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,4.1,14,1,0,1,-9
186,1003273,1,Dawlat Zadran,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,5,35,2,0,1,0
187,1003273,1,Shapoor Zadran,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,5,30,2,0,0,0
188,1003273,1,Rashid Khan,-1,-1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,6,20,2,0,1,0
189,1003273,2,KJ Coetzer,1,0.1,0,2,2,0,0,0,0,0,0,0.2,1,Dawlat Zadran,caught,0,0,0,0,0,0
190,1003273,2,MH Cross,3,0.3,24,21,14,2,1,0,2,2,58,5.5,2,Mohammad Nabi,caught,0,0,0,0,0,-1
191,1003273,2,CD Wallace,2,0.1,33,14,7,3,0,0,3,3,59,6.3,3,Rashid Khan,caught and bowled,0,0,0,0,0,1
192,1003273,2,PL Mommsen,4,5.6,13,17,9,5,2,0,1,0,86,12.4,4,Shapoor Zadran,caught,0,0,0,0,0,0
193,1003273,2,RD Berrington,5,6.4,19,36,26,9,1,0,2,0,101,17.3,5,Mohammad Nabi,lbw,0,0,0,0,0,0
194,1003273,2,CD de Lange,6,12.5,20,39,22,14,3,0,0,0,132,27.1,10,Mirwais Ashraf,caught,6,16,0,1,0,4
195,1003273,2,MA Leask,7,17.4,3,7,4,3,0,0,0,0,105,19.2,6,Mohammad Nabi,stumped,3,17,0,1,1,-1
196,1003273,2,SM Sharif,8,19.3,3,4,1,3,0,0,0,0,110,20.4,7,Shapoor Zadran,bowled,7.2,38,1,1,1,-1
197,1003273,2,RAJ Smith,9,20.5,10,6,4,0,0,0,1,1,122,22.5,8,Dawlat Zadran,caught,6,38,1,1,5,-1
198,1003273,2,AC Evans,10,22.6,3,13,10,3,0,0,0,0,132,26.5,9,Rashid Khan,lbw,7,36,2,1,6,-1
199,1003273,2,BTJ Wheal,11,26.6,0,1,1,0,0,0,0,0,-1,-1,-1,-1,-1,8,33,2,1,3,-12
200,1004253,1,SJ Baard,1,0.1,24,25,16,4,0,0,5,0,28,7.5,1,N Vanua,bowled,0,0,0,0,0,0
201,1004253,1,W van Vuuren,2,0.1,60,92,60,26,7,0,5,0,171,39.3,3,S Bau,bowled,0,0,0,0,0,1
