Series,Player,Weighted Average,Rising star,ID Playes
NatWest Series,XJ Doherty,-28,-320.4615937,"[534215, 534216, 534219]"
NatWest Series,F du Plessis,-5,-535.6368178,"[534229, 534230, 534231, 534232]"
NatWest Series,L Ronchi,0,-454.5333333,"[566923, 566924]"
NatWest Series,JP Faulkner,-56,-342.3384615,"[566942, 566944, 566945]"
NatWest Series,JP Duminy,-18,-530.6368178,"[534229, 534230, 534231, 534232]"
NatWest Series,SR Watson,-115,-573.2476743,"[534215, 534216, 566942, 566944, 566945]"
NatWest Series,GD Elliott,-7,-459.5333333,"[566923, 566924]"
NatWest Series,PJ Forrest,0,-221.5171493,"[534216, 534219]"
NatWest Series,AC Voges,-32,-337.3384615,"[566942, 566944, 566945]"
NatWest Series,C Kieswetter,0,-829.3924615,"[534209, 534215, 534216, 534229, 534230, 534231, 534232]"
NatWest Series,DW Steyn,-41,-403.1368178,"[534230, 534231, 534232]"
NatWest Series,DJ Hussey,0,-324.4615937,"[534215, 534216, 534219]"
NatWest Series,RJ Peterson,-34,-537.6368178,"[534229, 534230, 534231, 534232]"
NatWest Series,CR Woakes,0,-117.3794521,"[534232, 566923, 566924]"
NatWest Series,JW Dernbach,-91,-562.3591282,"[534216, 534230, 534231, 534232, 566923, 566924]"
NatWest Series,JE Root,-25,-334.732967,"[566923, 566924, 566942, 566944, 566945]"
NatWest Series,GJ Bailey,0,-625.8000553,"[534215, 534216, 534219, 566942, 566944, 566945]"
NatWest Series,LJ Wright,0,-76.67582418,[566945]
NatWest Series,EJG Morgan,0,-1314.192095,"[534209, 534215, 534216, 534219, 534229, 534230, 534231, 534232, 566923, 566924, 566942, 566944, 566945]"
NatWest Series,DA Warner,0,-315.4615937,"[534215, 534216, 534219]"
NatWest Series,TG Southee,-8,-131.6,[566923]
NatWest Series,BW Hilfenhaus,-13,-78.55238095,[534219]
NatWest Series,MN Samuels,-12,-59.7,[534209]
NatWest Series,RS Bopara,-92,-1252.092095,"[534209, 534215, 534216, 534219, 534229, 534230, 534231, 534232, 566942, 566944, 566945]"
NatWest Series,DAJ Bracewell,-27,-335.9333333,[566924]
NatWest Series,IJL Trott,0,-1177.236819,"[534209, 534215, 534216, 534219, 534229, 534230, 534231, 566923, 566924, 566942, 566944]"
NatWest Series,ST Finn,-158,-1135.136819,"[534209, 534215, 534216, 534219, 534229, 534230, 534231, 566942, 566944]"
NatWest Series,AD Russell,0,-55.7,[534209]
NatWest Series,NM Coulter-Nile,-24,-91.4,[566944]
NatWest Series,AB de Villiers,0,-513.6368178,"[534229, 534230, 534231, 534232]"
NatWest Series,JM Bairstow,0,-34.27945205,[534232]
NatWest Series,Fawad Ahmed,-50,-243.9384615,"[566942, 566945]"
NatWest Series,GC Smith,0,-521.6368178,"[534229, 534230, 534231, 534232]"
NatWest Series,PJ Hughes,0,-108.7241758,[566945]
NatWest Series,MJ McClenaghan,-21,-483.5333333,"[566923, 566924]"
NatWest Series,SE Marsh,0,-228.6142857,"[566942, 566944]"
NatWest Series,SR Patel,0,-505.5548489,"[534219, 534229, 534230, 534231, 534232]"
NatWest Series,BA Stokes,-31,-246.632967,"[566942, 566944, 566945]"
NatWest Series,TT Bresnan,-61,-699.3042793,"[534209, 534215, 534216, 534229, 566923, 566924]"
NatWest Series,NL McCullum,-36,-460.5333333,"[566923, 566924]"
NatWest Series,JC Tredwell,-66,-721.8878159,"[534219, 534230, 534231, 534232, 566942, 566944, 566945]"
NatWest Series,GP Swann,-94,-685.3042793,"[534209, 534215, 534216, 534229, 566923, 566924]"
NatWest Series,BB McCullum,0,-451.5333333,"[566923, 566924]"
NatWest Series,CJ Jordan,-10,-79.67582418,[566945]
NatWest Series,JEC Franklin,0,-443.5333333,"[566923, 566924]"
NatWest Series,MJ Guptill,0,-426.5333333,"[566923, 566924]"
NatWest Series,D Elgar,-21,-520.6368178,"[534229, 534230, 534231, 534232]"
NatWest Series,B Lee,-30,-239.9092128,"[534215, 534216]"
NatWest Series,MA Carberry,0,-235.632967,"[566942, 566944, 566945]"
NatWest Series,KP Pietersen,0,-238.632967,"[566942, 566944, 566945]"
NatWest Series,MJ Clarke,-15,-665.8000553,"[534215, 534216, 534219, 566942, 566944, 566945]"
NatWest Series,IR Bell,0,-1060.559128,"[534209, 534215, 534216, 534219, 534229, 534230, 534231, 534232, 566923, 566924]"
NatWest Series,JL Pattinson,0,-62.55238095,[534219]
NatWest Series,LRPL Taylor,0,-444.5333333,"[566923, 566924]"
NatWest Series,R McLaren,-27,-258.875,"[534229, 534231]"
NatWest Series,SCJ Broad,-66,-622.9709459,"[534209, 534215, 534216, 534219]"
NatWest Series,DM Bravo,0,-60.7,[534209]
NatWest Series,SPD Smith,0,-178.4968254,"[534215, 534219]"
NatWest Series,JM Anderson,-68,-943.4881822,"[534209, 534215, 534219, 534229, 534230, 534231, 534232, 566923, 566924]"
NatWest Series,R Rampaul,-33,-57.7,[534209]
NatWest Series,PJ Cummins,-29,-112.9444444,[534215]
NatWest Series,SP Narine,-27,-58.7,[534209]
NatWest Series,WD Parnell,-53,-528.6368178,"[534229, 534230, 534231, 534232]"
NatWest Series,DR Smith,0,-53.7,[534209]
NatWest Series,MS Wade,0,-665.8000553,"[534215, 534216, 534219, 566942, 566944, 566945]"
NatWest Series,DJ Bravo,-28,-56.7,[534209]
NatWest Series,HM Amla,0,-494.6368178,"[534229, 534230, 534231, 534232]"
NatWest Series,AJ Finch,0,-335.3384615,"[566942, 566944, 566945]"
NatWest Series,CJ McKay,-84,-698.8000553,"[534215, 534216, 534219, 566942, 566944, 566945]"
NatWest Series,LMP Simmons,0,-59.7,[534209]
NatWest Series,M Morkel,-45,-426.2618178,"[534229, 534230, 534232]"
NatWest Series,KD Mills,-52,-452.5333333,"[566923, 566924]"
NatWest Series,KA Pollard,0,-62.7,[534209]
NatWest Series,KS Williamson,-27,-465.5333333,"[566923, 566924]"
NatWest Series,WB Rankin,-46,-250.632967,"[566942, 566944, 566945]"
NatWest Series,MG Johnson,-22,-481.3032299,"[534216, 566942, 566944, 566945]"
NatWest Series,LL Tsotsobe,-17,-351.6162698,"[534229, 534230, 534231]"
NatWest Series,JC Buttler,0,-339.732967,"[566923, 566924, 566942, 566944, 566945]"
NatWest Series,AN Cook,0,-1074.559128,"[534209, 534215, 534216, 534219, 534229, 534230, 534231, 534232, 566923, 566924]"
NatWest Series,DJG Sammy,0,-56.7,[534209]
NatWest Series,D Ramdin,0,-58.7,[534209]
West Indies in South Africa ODI Series,F du Plessis,0,-349.7007937,"[722339, 722345, 722347]"
West Indies in South Africa ODI Series,VD Philander,-24,-551.6583333,"[722339, 722341]"
West Indies in South Africa ODI Series,JP Duminy,-9,-767.3007937,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,JO Holder,-53,-426.6531746,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,DA Miller,0,-754.3007937,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,KJ Abbott,-14,-256.6424603,"[722345, 722347]"
West Indies in South Africa ODI Series,MN Samuels,0,-391.6531746,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,RR Rossouw,0,-747.3007937,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,F Behardien,-45,-794.3007937,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,N Deonarine,0,-81.62142857,[722347]
West Indies in South Africa ODI Series,WD Parnell,-34,-275.6424603,"[722345, 722347]"
West Indies in South Africa ODI Series,DR Smith,0,-386.6531746,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,M de Lange,-21,-160.3785714,[722347]
West Indies in South Africa ODI Series,CH Gayle,0,-422.6531746,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,SJ Benn,-31,-201.8095238,"[722339, 722341]"
West Indies in South Africa ODI Series,HM Amla,0,-641.0369048,"[722339, 722341, 722347]"
West Indies in South Africa ODI Series,DW Steyn,-28,-534.6583333,"[722339, 722341]"
West Indies in South Africa ODI Series,AD Russell,-95,-428.6531746,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,MN van Wyk,0,-95.26388889,[722345]
West Indies in South Africa ODI Series,Q de Kock,0,-162.3785714,[722347]
West Indies in South Africa ODI Series,AB de Villiers,0,-583.9222222,"[722339, 722341, 722345]"
West Indies in South Africa ODI Series,M Morkel,-42,-635.9222222,"[722339, 722341, 722345]"
West Indies in South Africa ODI Series,Imran Tahir,-38,-529.6583333,"[722339, 722341]"
West Indies in South Africa ODI Series,JE Taylor,-55,-218.8095238,"[722339, 722341]"
West Indies in South Africa ODI Series,CR Brathwaite,0,-202.8436508,"[722345, 722347]"
West Indies in South Africa ODI Series,JL Carter,0,-417.6531746,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,SS Cottrell,-10,-218.8436508,"[722345, 722347]"
West Indies in South Africa ODI Series,LR Johnson,0,-344.031746,"[722339, 722341, 722345]"
West Indies in South Africa ODI Series,DJG Sammy,-27,-392.6531746,"[722339, 722341, 722345, 722347]"
West Indies in South Africa ODI Series,AM Phangiso,-26,-249.6424603,"[722345, 722347]"
West Indies in South Africa ODI Series,D Ramdin,0,-401.6531746,"[722339, 722341, 722345, 722347]"
ICC Women's World Twenty20 Qualifier,LK O'Reilly,0,-64.79166667,[881755]
ICC Women's World Twenty20 Qualifier,J Nkomo,-4,-inf,[881747]
ICC Women's World Twenty20 Qualifier,Nahida Akter,-5,-107.4166667,[881755]
ICC Women's World Twenty20 Qualifier,Fargana Hoque,0,inf,"[881741, 881747, 881755]"
ICC Women's World Twenty20 Qualifier,R Oa,-6,-37.85,[881741]
ICC Women's World Twenty20 Qualifier,A Mazvishaya,-9,-inf,[881747]
ICC Women's World Twenty20 Qualifier,Ayasha Rahman,0,inf,"[881741, 881747]"
ICC Women's World Twenty20 Qualifier,K Arua,-10,-36.85,[881741]
ICC Women's World Twenty20 Qualifier,N Nyathi,0,-inf,[881747]
ICC Women's World Twenty20 Qualifier,V Frank,-7,-35.85,[881741]
ICC Women's World Twenty20 Qualifier,Nigar Sultana,0,-124.7380952,"[881741, 881755]"
ICC Women's World Twenty20 Qualifier,K Seura,-2,-40.85,[881741]
ICC Women's World Twenty20 Qualifier,Rumana Ahmed,-9,inf,"[881741, 881747, 881755]"
ICC Women's World Twenty20 Qualifier,Sharmin Akhter,0,inf,"[881741, 881747, 881755]"
ICC Women's World Twenty20 Qualifier,Jahanara Alam,-9,inf,"[881741, 881747, 881755]"
ICC Women's World Twenty20 Qualifier,GH Lewis,0,-67.79166667,[881755]
ICC Women's World Twenty20 Qualifier,SM Mayers,0,-inf,[881747]
ICC Women's World Twenty20 Qualifier,CS Mugeri,0,-inf,[881747]
ICC Women's World Twenty20 Qualifier,T Mlilo,0,-inf,[881747]
ICC Women's World Twenty20 Qualifier,P Siaka,0,-35.85,[881741]
ICC Women's World Twenty20 Qualifier,L Delany,0,-57.79166667,[881755]
ICC Women's World Twenty20 Qualifier,CJ Metcalfe,-3,-95.79166667,[881755]
ICC Women's World Twenty20 Qualifier,S Jimmy,-13,-35.85,[881741]
ICC Women's World Twenty20 Qualifier,Ritu Moni,0,inf,"[881741, 881747]"
ICC Women's World Twenty20 Qualifier,C Chatonzwa,0,-inf,[881747]
ICC Women's World Twenty20 Qualifier,H Buruka,0,-36.85,[881741]
ICC Women's World Twenty20 Qualifier,M Mupachikwa,0,-inf,[881747]
ICC Women's World Twenty20 Qualifier,CNIM Joyce,0,-59.79166667,[881755]
ICC Women's World Twenty20 Qualifier,Lata Mondal,-8,inf,"[881741, 881747, 881755]"
ICC Women's World Twenty20 Qualifier,KJ Garth,0,-64.79166667,[881755]
ICC Women's World Twenty20 Qualifier,Salma Khatun,-14,-130.7380952,"[881741, 881755]"
ICC Women's World Twenty20 Qualifier,M Musonda,0,-inf,[881747]
ICC Women's World Twenty20 Qualifier,S Ambo,0,-36.85,[881741]
ICC Women's World Twenty20 Qualifier,Khadija Tul Kubra,-1,inf,"[881741, 881747, 881755]"
ICC Women's World Twenty20 Qualifier,MV Waldron,0,-70.79166667,[881755]
ICC Women's World Twenty20 Qualifier,CC Dalton,0,-68.79166667,[881755]
ICC Women's World Twenty20 Qualifier,IMHC Joyce,0,-61.79166667,[881755]
ICC Women's World Twenty20 Qualifier,Shaila Sharmin,-4,inf,[881747]
ICC Women's World Twenty20 Qualifier,CMA Shillington,0,-66.79166667,[881755]
ICC Women's World Twenty20 Qualifier,P Marange,0,-inf,[881747]
ICC Women's World Twenty20 Qualifier,T Ruma,0,-35.85,[881741]
ICC Women's World Twenty20 Qualifier,P Mujaji,0,-inf,[881747]
ICC Women's World Twenty20 Qualifier,RA Lewis,0,-66.79166667,[881755]
ICC Women's World Twenty20 Qualifier,V Morea,0,-36.85,[881741]
ICC Women's World Twenty20 Qualifier,N Ovasuru,0,-33.85,[881741]
ICC Women's World Twenty20 Qualifier,Fahima Khatun,-4,inf,"[881741, 881747, 881755]"
South Africa in Australia ODI Series,DA Warner,0,-575.8892081,"[754723, 754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,SPD Smith,-12,-448.2142081,"[754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,XJ Doherty,0,-144.2333333,[754727]
South Africa in Australia ODI Series,F du Plessis,0,-480.540157,"[754723, 754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,JP Faulkner,-39,-292.8898582,"[754729, 754731]"
South Africa in Australia ODI Series,VD Philander,-57,-310.6026342,"[754723, 754725, 754727]"
South Africa in Australia ODI Series,MR Marsh,-22,-273.9993499,"[754723, 754725, 754727]"
South Africa in Australia ODI Series,JR Hazlewood,-40,-413.4034938,"[754723, 754725, 754727, 754731]"
South Africa in Australia ODI Series,KJ Abbott,-56,-183.9375228,"[754729, 754731]"
South Africa in Australia ODI Series,SR Watson,-22,-555.8892081,"[754723, 754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,DA Miller,0,-475.540157,"[754723, 754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,PJ Cummins,-25,-312.8898582,"[754729, 754731]"
South Africa in Australia ODI Series,RR Rossouw,0,-332.840157,"[754725, 754727, 754731]"
South Africa in Australia ODI Series,F Behardien,-45,-467.540157,"[754723, 754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,MA Starc,-31,-463.1231915,"[754727, 754729, 754731]"
South Africa in Australia ODI Series,WD Parnell,-42,-188.9375228,"[754729, 754731]"
South Africa in Australia ODI Series,MS Wade,0,-574.8892081,"[754723, 754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,HM Amla,0,-466.540157,"[754723, 754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,AJ Finch,0,-557.8892081,"[754723, 754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,KW Richardson,-25,-148.2333333,[754727]
South Africa in Australia ODI Series,DW Steyn,-37,-354.4026342,"[754723, 754725, 754727, 754729]"
South Africa in Australia ODI Series,NM Coulter-Nile,-16,-337.2517308,"[754723, 754725, 754729]"
South Africa in Australia ODI Series,Q de Kock,0,-470.540157,"[754723, 754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,AB de Villiers,-21,-318.4026342,"[754723, 754725, 754727, 754729]"
South Africa in Australia ODI Series,RJ Peterson,-28,-212.9375228,"[754729, 754731]"
South Africa in Australia ODI Series,M Morkel,-71,-451.740157,"[754723, 754725, 754727, 754731]"
South Africa in Australia ODI Series,Imran Tahir,-29,-287.6026342,"[754723, 754725, 754727]"
South Africa in Australia ODI Series,MJ Clarke,0,-103.675,[754723]
South Africa in Australia ODI Series,MG Johnson,-37,-141.7660165,"[754723, 754725]"
South Africa in Australia ODI Series,GJ Maxwell,-71,-433.6558747,"[754723, 754725, 754729, 754731]"
South Africa in Australia ODI Series,GJ Bailey,0,-573.8892081,"[754723, 754725, 754727, 754729, 754731]"
South Africa in Australia ODI Series,R McLaren,-33,-270.8375228,"[754723, 754729, 754731]"
Australia Women tour of England 2019,JL Jonassen,-20,-165.0478537,"[1168022, 1168023]"
Australia Women tour of England 2019,A Shrubsole,-29,-166.0021463,"[1168022, 1168023]"
Australia Women tour of England 2019,ML Schutt,-29,-164.0478537,"[1168022, 1168023]"
Australia Women tour of England 2019,FC Wilson,0,-160.0021463,"[1168022, 1168023]"
Australia Women tour of England 2019,BL Mooney,0,-157.0478537,"[1168022, 1168023]"
Australia Women tour of England 2019,KL Cross,-22,-157.0021463,"[1168022, 1168023]"
Australia Women tour of England 2019,RL Haynes,0,-160.0478537,"[1168022, 1168023]"
Australia Women tour of England 2019,G Wareham,0,-153.0478537,"[1168022, 1168023]"
Australia Women tour of England 2019,LA Marsh,-35,-159.0021463,"[1168022, 1168023]"
Australia Women tour of England 2019,A Gardner,-29,-164.0478537,"[1168022, 1168023]"
Australia Women tour of England 2019,HC Knight,0,-160.0021463,"[1168022, 1168023]"
Australia Women tour of England 2019,AE Jones,0,-162.0021463,"[1168022, 1168023]"
Australia Women tour of England 2019,DN Wyatt,0,-78.22567568,[1168023]
Australia Women tour of England 2019,TT Beaumont,0,-142.0021463,"[1168022, 1168023]"
Australia Women tour of England 2019,NR Sciver,-11,-149.0021463,"[1168022, 1168023]"
Australia Women tour of England 2019,MM Lanning,0,-160.0478537,"[1168022, 1168023]"
Australia Women tour of England 2019,AJ Healy,0,-156.0478537,"[1168022, 1168023]"
Australia Women tour of England 2019,S Ecclestone,-8,-158.0021463,"[1168022, 1168023]"
Australia Women tour of England 2019,NE Bolton,0,-162.0478537,"[1168022, 1168023]"
Australia Women tour of England 2019,KH Brunt,-42,-159.0021463,"[1168022, 1168023]"
Australia Women tour of England 2019,DM Kimmince,-18,-185.0478537,"[1168022, 1168023]"
Australia Women tour of England 2019,SJ Taylor,0,-79.77647059,[1168022]
Australia Women tour of England 2019,EA Perry,-30,-159.0478537,"[1168022, 1168023]"
India in Sri Lanka ODI Series,HDRL Thirimanne,0,-317.1146396,"[564781, 564784, 564785]"
India in Sri Lanka ODI Series,Z Khan,-77,-635.3829794,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,RG Sharma,0,-617.3829794,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,LD Chandimal,0,-519.7146396,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,R Sharma,-24,-193.2,[564783]
India in Sri Lanka ODI Series,KMDN Kulasekara,-13,-134.9666667,[564781]
India in Sri Lanka ODI Series,IK Pathan,-50,-646.3829794,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,PP Ojha,-21,-144.3666667,[564781]
India in Sri Lanka ODI Series,MK Tiwary,-8,-310.8163127,"[564784, 564785]"
India in Sri Lanka ODI Series,N Pradeep,-42,-207.147973,"[564784, 564785]"
India in Sri Lanka ODI Series,BMAJ Mendis,-19,-366.747973,"[564783, 564784, 564785]"
India in Sri Lanka ODI Series,SK Raina,0,-598.3829794,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,I Udana,0,-180.6,[564783]
India in Sri Lanka ODI Series,UT Yadav,-18,-147.3666667,[564781]
India in Sri Lanka ODI Series,SMSM Senanayake,-29,-93.87297297,[564785]
India in Sri Lanka ODI Series,KC Sangakkara,0,-283.5666667,"[564781, 564783]"
India in Sri Lanka ODI Series,V Kohli,0,-587.3829794,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,NLTC Perera,-69,-523.7146396,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,CK Kapugedera,0,-94.87297297,[564785]
India in Sri Lanka ODI Series,HMRKB Herath,-23,-415.8416667,"[564781, 564783, 564784]"
India in Sri Lanka ODI Series,AD Mathews,-44,-495.7146396,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,AB Dinda,-64,-487.0163127,"[564783, 564784, 564785]"
India in Sri Lanka ODI Series,AM Rahane,0,-128.3413127,[564785]
India in Sri Lanka ODI Series,V Sehwag,-22,-479.0416667,"[564781, 564783, 564784]"
India in Sri Lanka ODI Series,WU Tharanga,0,-507.7146396,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,MS Dhoni,0,-444.9079794,"[564781, 564783, 564785]"
India in Sri Lanka ODI Series,DPMD Jayawardene,0,-417.8416667,"[564781, 564783, 564784]"
India in Sri Lanka ODI Series,TM Dilshan,0,-507.7146396,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,G Gambhir,0,-594.3829794,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,R Ashwin,-27,-621.3829794,"[564781, 564783, 564784, 564785]"
India in Sri Lanka ODI Series,SL Malinga,-50,-536.7146396,"[564781, 564783, 564784, 564785]"
New Zealand in Sri Lanka ODI Series,NL McCullum,-19,-186.9107143,"[582189, 582190, 668965]"
New Zealand in Sri Lanka ODI Series,TG Southee,-44,-139.9107143,"[582189, 582190]"
New Zealand in Sri Lanka ODI Series,HDRL Thirimanne,0,-227.4940476,"[582190, 668965]"
New Zealand in Sri Lanka ODI Series,L Ronchi,0,-42,[668965]
New Zealand in Sri Lanka ODI Series,AM Ellis,-40,-98.33928571,"[582190, 668965]"
New Zealand in Sri Lanka ODI Series,AF Milne,0,-48.33928571,[582190]
New Zealand in Sri Lanka ODI Series,TA Boult,-19,-135.9107143,"[582189, 582190]"
New Zealand in Sri Lanka ODI Series,JDP Oram,0,-75.57142857,[582189]
New Zealand in Sri Lanka ODI Series,LD Chandimal,0,-224.4940476,"[582190, 668965]"
New Zealand in Sri Lanka ODI Series,BB McCullum,0,-129.9107143,"[582189, 582190]"
New Zealand in Sri Lanka ODI Series,KMDN Kulasekara,-41,-445.5892857,"[582189, 582190, 668965]"
New Zealand in Sri Lanka ODI Series,JEC Franklin,0,-127.9107143,"[582189, 582190]"
New Zealand in Sri Lanka ODI Series,GD Elliott,0,-45,[668965]
New Zealand in Sri Lanka ODI Series,BMAJ Mendis,-12,-375.1309524,"[582189, 582190]"
New Zealand in Sri Lanka ODI Series,RJ Nicol,0,-179.9107143,"[582189, 582190, 668965]"
New Zealand in Sri Lanka ODI Series,AP Devcich,0,-41,[668965]
New Zealand in Sri Lanka ODI Series,SMSM Senanayake,-5,-107.4583333,[668965]
New Zealand in Sri Lanka ODI Series,KC Sangakkara,0,-431.5892857,"[582189, 582190, 668965]"
New Zealand in Sri Lanka ODI Series,NLTC Perera,-12,-433.5892857,"[582189, 582190, 668965]"
New Zealand in Sri Lanka ODI Series,HMRKB Herath,-20,-440.5892857,"[582189, 582190, 668965]"
New Zealand in Sri Lanka ODI Series,TWM Latham,0,-44,[668965]
New Zealand in Sri Lanka ODI Series,AD Mathews,-12,-432.5892857,"[582189, 582190, 668965]"
New Zealand in Sri Lanka ODI Series,C Munro,0,-44,[668965]
New Zealand in Sri Lanka ODI Series,KD Mills,-37,-132.5714286,"[582189, 668965]"
New Zealand in Sri Lanka ODI Series,JDS Neesham,-7,-42,[668965]
New Zealand in Sri Lanka ODI Series,KS Williamson,0,-134.9107143,"[582189, 582190]"
New Zealand in Sri Lanka ODI Series,WU Tharanga,0,-329.1309524,"[582189, 582190]"
New Zealand in Sri Lanka ODI Series,LRPL Taylor,0,-138.9107143,"[582189, 582190]"
New Zealand in Sri Lanka ODI Series,DPMD Jayawardene,0,-306.5535714,"[582189, 668965]"
New Zealand in Sri Lanka ODI Series,MJ McClenaghan,-10,-47,[668965]
New Zealand in Sri Lanka ODI Series,TM Dilshan,0,-282.5535714,"[582189, 668965]"
New Zealand in Sri Lanka ODI Series,BJ Watling,0,-105.9107143,"[582189, 582190]"
New Zealand in Sri Lanka ODI Series,SL Malinga,-21,-428.5892857,"[582189, 582190, 668965]"
South Africa in England ODI Series,EJG Morgan,0,-358.0357143,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,F du Plessis,0,-392.8309524,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,AL Phehlukwayo,-50,-278.2,"[1031425, 1031427]"
South Africa in England ODI Series,TS Roland-Jones,-19,-29.33571429,[1031429]
South Africa in England ODI Series,JP Duminy,0,-226.897619,"[1031425, 1031429]"
South Africa in England ODI Series,DA Miller,0,-265.2,"[1031425, 1031427]"
South Africa in England ODI Series,AU Rashid,-17,-373.0357143,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,MM Ali,-41,-329.7,"[1031425, 1031427]"
South Africa in England ODI Series,JT Ball,-13,-235.502381,"[1031427, 1031429]"
South Africa in England ODI Series,F Behardien,0,-168.9333333,[1031427]
South Africa in England ODI Series,WD Parnell,-31,-238.897619,"[1031425, 1031429]"
South Africa in England ODI Series,JJ Roy,0,-379.0357143,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,ST Finn,0,-38.33571429,[1031429]
South Africa in England ODI Series,HM Amla,0,-384.8309524,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,Q de Kock,0,-387.8309524,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,AB de Villiers,0,-387.8309524,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,CR Woakes,-5,-148.5333333,[1031425]
South Africa in England ODI Series,M Morkel,0,-126.6309524,[1031429]
South Africa in England ODI Series,K Rabada,-52,-429.8309524,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,Imran Tahir,0,-98.26666667,[1031425]
South Africa in England ODI Series,D Pretorius,-32,-172.9333333,[1031427]
South Africa in England ODI Series,CH Morris,-16,-387.8309524,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,MA Wood,-23,-325.7,"[1031425, 1031427]"
South Africa in England ODI Series,KA Maharaj,-39,-311.5642857,"[1031427, 1031429]"
South Africa in England ODI Series,JM Bairstow,0,-27.33571429,[1031429]
South Africa in England ODI Series,DJ Willey,0,-29.33571429,[1031429]
South Africa in England ODI Series,LE Plunkett,-36,-370.7,"[1031425, 1031427]"
South Africa in England ODI Series,JC Buttler,0,-367.0357143,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,JE Root,0,-367.0357143,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,AD Hales,0,-370.0357143,"[1031425, 1031427, 1031429]"
South Africa in England ODI Series,BA Stokes,-8,-323.7,"[1031425, 1031427]"
Papua New Guinea in United Arab Emirates ODI Series,Adnan Mufti,0,-165.5095238,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,Imran Haider,-21,-172.5095238,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,Ghulam Shabber,0,-158.5095238,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,TP Ura,0,-171.4654762,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,D Bau,0,-173.4654762,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,N Vanua,-7,-174.4654762,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,Shaiman Anwar,0,-165.5095238,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,Rohan Mustafa,-29,-166.5095238,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,JNT Vare,0,-75.09047619,[1089183]
Papua New Guinea in United Arab Emirates ODI Series,Ahmed Raza,-14,-156.5095238,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,Mohammed Qasim,-31,-163.5095238,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,Rameez Shahzad,0,-163.5095238,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,VV Morea,0,-166.4654762,"[1068737, 1089183]"
Papua New Guinea in United Arab Emirates ODI Series,A Vala,-13,-187.4654762,"[1068737, 1089183]"
